Official	LFC	FDR
ACOT4	-7.0954	1
IGHV3OR16-9	-6.266	1
LY9	-6.266	1
RP11-505K9.4	-6.695	1
RPP14	-5.8894	1
GOLT1A	-7.2566	1
LARS2	-7.3694	1
APOBEC4	-6.8364	1
EIF4E2	-7.0208	1
CLTA	-7.2106	1
FOXD4L3	-6.4609	1
SNRNP25	-6.216	1
WEE1	-5.445	1
MED19	-7.2253	1
LSMEM1	-7.0879	1
TRBV7-8	-6.8748	1
OR4K1	-6.8026	1
NPHP3	-7.1079	1
GTPBP2	-7.1372	1
MLLT1	-7.0432	1
PHPT1	-7.1797	1
TPT1	-7.0603	1
FOXF2	-7.0755	1
ITIH3	-7.4061	1
SLC40A1	-6.5846	1
OR8J2	-7.1431	1
PUS1	-7.2725	1
LENG9	-7.0103	1
MUC1	-6.7246	1
TMEM60	-7.1622	1
GUCA2B	-7.1475	1
IFT52	-7.2465	1
WDR19	-6.6751	1
TSGA10IP	-6.4188	1
G6PD	-6.8686	0.994323
WDR36	-6.4927	1
PRPF4B	-7.1475	1
USP16	-6.5841	1
KIAA0907	-7.187	1
AC009060.1	-6.2116	1
LHX4	-6.7642	1
PIGR	-7.1029	1
SMG1	-6.7662	1
E4F1	-6.7528	1
MRPL50	-6.2287	0.99127
ODF2L	-7.0368	1
LTB	-7.3626	1
DOLK	-6.3142	1
GARNL3	-6.8098	1
MDFIC	-6.9777	1
PARP14	-7.1361	1
CYP39A1	-7.0825	1
CMTM4	-6.7716	1
ZFP30	-7.1542	1
CATSPER2	-6.9011	1
STARD3	-7.3347	1
IL12RB2	-6.3724	1
RTFDC1	-6.76	1
DIRAS2	-7.2379	1
RPS19	-5.1313	0.949396
SCG3	-6.9347	0.994323
CES5A	-7.0753	1
NMI	-6.3258	0.99127
SUSD1	-6.9852	1
TMEM189-UBE2V1	-6.9705	1
IL13RA1	-7.2525	1
AGPAT2	-6.7528	1
IFIT1	-6.2546	1
MICAL3	-7.3521	1
USP6	-6.7045	1
CDH16	-5.4982	1
TIPIN	-7.044	1
OR1C1	-6.4135	1
OR6C2	-7.323	1
DDX56	-2.7852	0.949396
FBN1	-7.2736	1
OR51B6	-7.2999	1
KCNH5	-7.076	1
H1FOO	-6.8968	1
PAK1IP1	-7.2275	1
TAS2R43	-7.1159	1
ZBED1	-7.0607	1
TP63	-6.3772	1
DUSP28	-7.0973	1
COPRS	-6.6224	1
EXOSC1	-7.1075	1
DEFB114	-5.8866	0.977849
ZNF770	-7.1608	1
IRX2	-7.2504	1
PEF1	-7.1471	1
JMJD7	-7.0897	1
API5	-6.0147	1
UBA3	-6.3892	1
ZNF26	-6.5282	1
RNF128	-6.8609	1
GPATCH1	-6.1713	1
SPINK13	-6.8062	1
DYX1C1	-6.0814	1
ZBTB7A	-7.2379	1
TP53I3	-7.2073	1
HS3ST3A1	-7.2376	1
ZFHX2	-6.8852	1
HHAT	-7.219	1
GOLGA6B	-6.3884	1
LLPH	-7.044	1
TADA3	-7.1999	1
FAM71A	-6.2925	1
TMEM57	-7.0294	1
C17orf85	-6.9853	1
MIPOL1	-7.268	1
MYO19	-6.9536	1
INTS12	-7.2778	1
OR4M1	-7.2962	1
ETV2	-6.8851	1
TMEM220	-7.146	1
C10orf128	-7.0952	1
MOG	-7.3864	1
ARMCX2	-6.9305	1
RP11-944L7.5	-6.6136	1
RYK	-6.6194	1
PUS7	-6.7642	1
LIPK	-7.1727	1
AC002472.1	-3.7798	0.949396
BEGAIN	-6.8852	1
ORC4	-7.2379	1
TSN	-6.6326	1
TDRD5	-7.2379	1
OR8B2	-7.1001	1
LSMD1	-6.2794	1
ZNF613	-6.909	1
WFDC10B	-6.7028	1
RP11-295D22.1	-5.9626	1
AKR1C3	-7.033	1
KIAA1407	-6.9614	1
HDLBP	-6.9845	1
ACTL7B	-7.284	1
TRAJ6	-7.4009	1
AP001024.2	-5.982	0.963088
GCN1L1	-6.8565	1
CLDN11	-7.3212	1
OR5D18	-6.8155	1
IGLON5	-6.9047	1
HSPE1	-5.8307	0.949396
RPS6KB1	-7.223	1
GNA15	-7.1114	1
TEX12	-7.4112	1
PFN1	-6.3722	1
NOP14	-7.3637	1
RBMX	-6.9011	1
TRIM49C	-6.9855	1
SKIL	-7.1999	1
AP002956.1	-6.9324	1
POP7	-7.2221	1
ZSCAN20	-7.2559	1
OR12D3	-6.4724	1
DBF4	-7.0223	1
DNAJC5B	-6.861	1
ZNF16	-6.3951	1
RNF17	-6.8063	1
SLC35G6	-6.4977	1
VCAN	-7.1811	1
SNCG	-6.6787	1
KRTAP1-1	-7.0904	1
CDCA3	-6.0811	1
TIMM17A	-7.0162	1
INTS1	-6.3988	1
DHRS1	-7.1674	1
USP39	-7.3637	1
H2AFY2	-7.0455	1
IVNS1ABP	-7.0565	1
USP50	-6.9374	1
C4orf29	-7.1001	1
NODAL	-7.2958	1
VSIG1	-6.4373	1
DHODH	-7.0651	1
RGPD3	-5.753	1
GULP1	-7.1101	1
FABP2	-7.0594	1
HBG2	-7.2779	1
TOB2	-6.8905	1
DISP2	-6.2124	1
IBTK	-7.3489	1
ACSM5	-7.1117	1
MPV17	-6.9908	1
CLDN4	-6.6881	1
SLC26A10	-7.0582	1
TMSB15B	-3.6007	0.949396
TRBV25-1	-6.7571	1
LIN28B	-6.3944	1
RBBP5	-6.0673	1
AC013269.5	-5.2353	0.949396
CSNK2A1	-6.8679	1
TRMT6	-6.9853	1
KLC2	-7.4089	1
MED21	-6.2273	1
HIST3H3	-7.3013	1
EMC8	-7.2472	1
MAP3K19	-6.6515	1
PARVA	-7.2063	1
CDRT4	-6.9324	1
ZNF625	-7.1341	1
HOXC12	-6.8281	1
RNF130	-7.1739	1
NAPB	-7.0932	1
SLPI	-7.2253	1
ZNF785	-6.3771	1
C1orf50	-6.8924	1
TMEM39A	-5.6813	1
SZRD1	-6.9652	1
MIOS	-6.8573	1
RHOXF2B	-6.3191	1
CTD-3214H19.16	-7.2614	1
CDK5RAP3	-6.5025	1
CCNE1	-6.9323	1
PID1	-6.7496	1
RP11-111M22.2	-6.5809	1
CBX1	-7.1152	1
CBX8	-6.9203	1
FCER1A	-6.9912	1
HIST1H2AG	-6.516	1
FERMT2	-7.1019	1
CASC5	-7.2739	1
RAB5B	-7.3048	1
DNAH5	-6.905	1
ZNF76	-6.8218	1
AQPEP	-6.8209	1
PTPLA	-6.3018	1
NGDN	-6.1643	1
ELAVL3	-6.7257	1
CFDP1	-5.2473	1
SLC24A1	-6.6654	1
KIF6	-7.1433	1
APOA1BP	-7.168	1
OR9I1	-6.3951	1
FAM180B	-6.4283	1
MTNR1A	-6.6064	1
TRAV4	-7.1206	1
CPSF4	-6.0159	1
MRPS28	-6.8698	1
GABRG1	-7.1407	1
ZBTB41	-7.251	1
NUCB2	-6.274	1
MFN2	-6.5652	1
APOM	-7.0045	1
MCM8	-6.7555	1
ZW10	-6.639	1
POC1B	-7.1712	1
RTKN2	-7.3234	1
DEFB116	-6.5299	0.953974
MRPL32	-6.1442	1
TM7SF2	-7.2364	1
TRAJ28	-6.2412	0.985195
UNC119	-7.3522	1
WDR75	-7.107	1
DYNC1H1	-6.1774	0.994323
STC1	-7.4144	1
USP13	-6.8636	1
COPS5	-7.2504	1
TIMP4	-6.993	1
POU3F1	-6.7373	1
BPIFB3	-7.17	1
SYNGR2	-7.0718	1
OAZ2	-6.4366	1
TMEM182	-6.6053	1
MGAT4A	-6.993	1
CTAGE9	-6.7021	1
OR4K2	-6.9855	1
C14orf159	-7.2415	1
ARHGAP11B	-7.3048	1
ADAT1	-6.4977	1
C9orf156	-6.8691	1
UTP15	-5.445	1
OR1N1	-7.1869	1
SHROOM3	-7.2297	1
COL6A6	-7.0696	1
UMOD	-6.8475	1
DPH1	-6.3433	1
TRAJ33	-6.8852	1
RP11-302M6.4	-6.7687	1
COIL	-7.0368	1
ZNF300	-7.3865	1
AC023469.1	-6.8406	1
CSRNP2	-7.0862	1
CCDC176	-7.0981	1
TAS2R30	-7.1453	1
RTDR1	-7.0296	1
SIAH1	-7.1329	1
BFSP1	-6.8506	1
TAF5L	-6.8684	1
S100A12	-6.1096	1
TAS2R9	-7.0035	1
ST8SIA2	-6.8265	1
SNTB1	-7.1294	1
OBP2B	-7.0403	1
EFNA2	-6.9247	1
SPDYE2B	-7.0218	1
DLEU2L	-6.8772	1
IGKV3D-20	-7.323	1
LGI3	-7.2222	1
PPP2CB	-6.7556	1
TOR1AIP1	-6.71	1
SH3GL3	-6.5825	1
TIPRL	-6.4035	1
KNDC1	-6.6298	1
TMEM252	-7.1196	1
STX1B	-7.0831	1
NPAS2	-7.1966	1
DMTF1	-7.0162	1
TADA1	-6.5579	1
TRAJ7	-6.3945	1
FOXD4L4	-7.479	1
ZNF383	-7.1999	1
TRABD2A	-6.9064	1
TRBV6-1	-6.6004	1
ABCA3	-6.9259	1
L3MBTL2	-7.1737	1
TIMP1	-7.1403	1
PCDHB4	-7.2651	1
RPS7	-6.0517	1
EPPIN-WFDC6	-6.9399	1
PNLIPRP3	-7.2841	1
SRCAP	-6.3749	1
KRT76	-7.3327	1
ZFAND3	-7.0999	1
CYP20A1	-7.1775	1
TRAM2	-6.9686	1
C2orf27B	-6.4173	1
AL645922.1	-7.2871	0.949396
KIR2DL3	-6.8852	1
DENND2C	-6.9478	1
PGC	-6.5056	1
DNAJC2	-7.0384	1
GJC3	-6.9304	1
C16orf71	-6.9351	1
HAMP	-6.8169	1
POLR1E	-5.6931	1
NPIPB5	-6.278	0.949396
APH1A	-6.8247	1
HSPB11	-6.9142	1
MRPS23	-6.7068	1
TAZ	-6.861	1
OSTM1	-7.0662	1
TRIM48	-6.3724	1
AC040977.1	-6.5238	1
SH2D7	-7.187	1
CTD-2140B24.4	-6.7589	1
TROVE2	-7.044	1
AREG	-7.2504	1
CENPU	-7.0109	1
PVALB	-6.9416	1
CD163	-7.0209	1
KRTAP15-1	-6.9404	1
OR4M2	-7.1821	1
ATP8B2	-6.8488	1
ABI1	-7.3005	1
FOXI2	-7.2696	1
BCAR1	-7.1831	1
PBDC1	-6.2874	1
SAP130	-5.7491	1
KRT6B	-6.3827	1
ZNF98	-6.7159	1
TCEAL5	-7.1206	1
DCAF4	-7.3127	1
SH3BP5L	-6.4501	1
SPATA31A7	-6.5754	0.97801
OR56B3P	-5.7921	1
ZDHHC20	-7.1832	1
PLGLB2	-6.5776	1
IFNLR1	-6.6707	1
GINS1	-5.8431	1
AL139147.1	-6.7759	1
SLC37A4	-6.7425	1
HSPD1	-5.982	1
RSPO1	-7.3977	1
MED16	-5.7007	0.953974
CRHBP	-6.9465	1
ZSCAN5A	-7.3692	1
POU2F1	-6.9843	1
PIGM	-7.2875	1
WDR66	-7.1138	1
PHOX2A	-6.5428	1
CCSER2	-6.1941	1
GAS8	-7.169	1
ZNF233	-5.8108	1
AC005493.1	-5.4474	1
RLF	-7.0057	1
NYNRIN	-6.5305	1
TUBB8	-6.6108	1
CPA4	-7.092	1
DMRTA2	-6.9715	1
MRFAP1	-7.3052	1
ELP2	-6.3724	1
BNIP1	-7.3808	1
MTRNR2L7	-6.8364	1
CISD3	-6.7351	1
RWDD4	-6.4047	1
NRIP2	-6.803	1
PLEKHA3	-6.2902	1
OR10J1	-6.8297	1
MRPL52	-5.972	1
OR1E2	-7.0793	1
C7orf55-LUC7L2	-6.7337	1
IGKV3-11	-6.803	1
BRDT	-6.8263	1
CCDC155	-6.6514	1
NDUFA11	-7.1067	1
BAP1	-7.0077	1
PALB2	-7.1406	1
ZKSCAN3	-7.392	1
TMEM114	-6.1773	1
NAIP	-7.1315	1
ANGEL2	-6.6842	1
MAN2A2	-7.1341	1
ERRFI1	-7.2797	1
UBXN2B	-6.8151	1
PDZRN4	-6.9038	1
AFAP1	-7.1125	1
MAGEA4	-7.1803	1
LRRC2	-6.2442	1
FCGRT	-7.0581	1
MURC	-6.8272	1
ADIPOQ	-7.0861	1
ZNF335	-6.3478	0.984745
JADE1	-7.1134	1
RBBP6	-6.3724	1
TRIM34	-6.4062	1
GREM1	-7.3637	1
HOXC9	-7.2504	1
RP11-849H4.2	-7.323	1
WRB	-6.7337	1
TCEB3	-6.8083	1
BCL2L1	-6.4716	1
IGKV1D-33	-6.8198	1
ZRSR2	-6.7945	1
ANKRD22	-6.9489	1
TTC24	-6.5915	1
C11orf54	-7.1569	1
COX6A1	-7.2252	1
WWTR1	-6.9705	1
TIMMDC1	-6.5543	1
FAM228B	-6.216	1
IQCB1	-6.5743	1
RBM20	-6.8771	1
BOLA3	-7.2728	1
KRTAP4-7	-6.3641	1
RAB14	-7.3254	1
TMPRSS12	-7.3111	1
SIGLECL1	-7.3426	1
CCHCR1	-6.8081	1
RAB20	-6.5122	1
PAQR7	-7.2479	1
HMGN1	-6.5538	1
USP36	-6.0656	1
FAM194B	-6.9362	1
CDC45	-5.4701	1
C17orf82	-6.405	1
UBE2E2	-7.0688	1
OR4F21	-6.8114	1
POLR3E	-6.2085	0.977849
EIF4H	-6.8795	1
TM9SF3	-6.8157	1
TEAD3	-6.809	1
FAM86B1	-7.4335	1
AC011551.3	-5.9969	1
FBXO22	-6.7118	1
ATP9A	-7.267	1
CPNE1	-6.7595	1
ZDHHC5	-5.3906	1
CCL4L2	-7.2063	1
RP11-463D19.2	-6.909	0.949396
IFNGR1	6.3851	0.000707
PRRC2B	-7.324	1
SLC6A2	-7.0232	1
BLVRA	-7.142	1
IFT20	-6.8028	1
SERPINB10	-6.9705	1
CCDC134	-6.2287	1
RPL36	-6.3662	1
ENKD1	-7.2251	1
FKBP4	-6.8322	1
PRR15L	-6.4551	1
POP1	-6.5028	1
C17orf70	-6.7135	1
IFT122	-6.4892	1
TRIM50	-6.3667	1
RTN1	-7.3274	1
GMPPB	-6.9728	1
FAM120AOS	-7.1849	1
MANSC1	-6.9034	1
NRBF2	-7.1307	1
UBE2G2	-7.3218	1
REEP2	-6.9003	1
CLCA4	-7.2209	1
TASP1	-6.9555	1
MARCKSL1	-7.1107	1
VAMP2	-6.7945	1
ZNF273	-6.8281	1
MGAT3	-7.2871	1
DZIP3	-6.3143	1
CBX4	-7.3637	1
MBD3L3	-6.6592	1
ZNF326	-7.0187	1
WEE2	-6.8274	1
FOXD1	-6.8003	1
RHBDL3	-6.8569	1
SPTBN5	-7.203	1
GRB7	-5.6182	1
VIPAS39	-7.0371	1
GNG8	-6.6102	1
CLEC2A	-7.2315	1
CMC4	-7.3406	1
FDXR	-6.2217	1
CMSS1	-6.8358	1
SPCS1	-7.0003	1
TPTE2	-6.3435	1
MRPL19	-7.0932	1
ZBTB14	-6.76	1
PDZK1	-7.289	1
TBX6	-7.2987	1
CD5L	-6.8891	1
MRPL16	-7.287	1
SLC17A7	-7.3918	1
SLFN12L	-7.1935	1
NKX3-2	-7.355	1
BCAP29	-7.2187	1
PARP1	-6.9211	1
COQ2	-6.224	1
TMCO5A	-6.9949	1
PLSCR5	-5.8899	1
APOL1	-7.0617	1
TRAJ44	-6.8114	1
SNRPA1	-7.4089	1
ZNF34	-6.7425	1
PSMD6	-5.9518	1
POLR3H	-4.8978	1
GTF2I	-7.3637	1
RNGTT	-5.7733	1
DDX27	-6.7874	1
ATP5L	-6.4283	1
AATF	-6.9453	1
ARMCX6	-7.0235	1
HLA-C	-7.2056	1
OR8G1	-6.5643	1
PPP1R27	-6.9011	1
TSNAXIP1	-6.1194	1
SCCPDH	-6.9361	1
PRDM7	-7.0399	1
TRIM23	-6.6573	1
TRDV1	-6.9961	1
LRRC28	-7.2461	1
FOLR1	-7.0928	1
RUNDC3A	-7.1564	1
FCN1	-7.0423	1
SLC25A33	-6.5771	1
APOO	-7.3046	1
SNX4	-7.0922	1
HLTF	-6.8567	1
SIM1	-7.0659	1
FAM45A	-7.1221	1
SMPD2	-6.8825	1
KLK13	-6.7403	1
IGSF1	-7.2627	1
CCNT1	-6.8912	1
TP53I13	-6.9383	1
ATP5L2	-6.861	1
MAP1LC3B	-7.1386	1
GAREML	-7.2275	1
AAAS	-6.6973	1
GSTM5	-6.7337	1
SMC6	-5.8242	1
WDHD1	-5.1417	0.953974
CTD-2521M24.10	-6.6701	1
CEP44	-7.0368	1
NDUFAF1	-7.2627	1
TESPA1	-6.4609	1
RP11-343C2.12	-7.0296	1
PLBD1	-7.0581	1
CPSF7	-6.6931	1
ARID4B	-6.2595	1
KRTAP12-3	-6.7475	1
ZNF25	-7.1944	1
ABHD12	-6.8686	1
ZNF180	-5.7458	1
NEDD8-MDP1	-6.8269	1
RPL26	-6.7472	1
EAPP	-6.2381	1
GP1BB	-6.4863	1
GGA3	-6.8089	1
ZNF619	-7.3346	1
KRTAP4-2	-5.7745	1
ELF1	-6.9644	1
RP2	-7.0365	1
AZGP1	-6.5013	1
USP5	-6.2324	1
NLGN1	-6.8799	1
FAM101A	-7.1475	1
ASPM	-6.8715	1
RBBP8NL	-7.1042	1
THAP9	-7.2869	1
LEPROTL1	-6.5185	1
UGT2B11	-7.281	1
HS3ST5	-6.9393	1
HIST1H2AC	-5.6805	0.949396
SPEM1	-5.5784	1
KIAA0922	-7.04	1
FCRL2	-6.9011	1
CTSV	-6.153	1
UNC45B	-7.0003	1
PDP2	-6.5341	1
HELQ	-7.3111	1
SLC50A1	-7.1138	1
NOMO3	-6.7461	1
AL137026.1	-6.4282	0.965253
PLCXD3	-6.6751	1
SSR2	-6.622	1
PABPC1L2B	-6.4127	1
ZNF433	-5.6088	1
MASTL	-6.7513	1
NAA60	-7.1408	1
RIN1	-6.9046	1
PPIA	-7.3289	1
NKIRAS2	-7.1206	1
XXbac-BPG181M17.5	-6.6097	0.984745
EIF1AX	-5.2846	1
BX649567.1	-6.7337	1
TMEM14C	-7.203	1
EVPL	-6.3878	1
TRAV26-2	-6.5135	1
NANS	-7.3386	1
ZNF441	-6.8483	1
PMP22	-7.0967	1
PRKRIR	-6.6712	1
SH3RF2	-6.2076	1
ANKUB1	-7.2728	1
ZNF516	-6.5278	1
CENPN	-6.3172	1
AC022532.1	-6.8385	1
SMARCD1	-6.4946	0.949396
ALB	-6.6326	1
TRBV2	-7.3579	1
ACTL9	-7.219	1
TSNAX-DISC1	-6.9126	1
CASP8	-6.7469	1
FBXW11	-6.7131	1
TMCO1	-6.3726	1
ADAP2	-6.909	1
HIP1R	-6.1586	1
PGK2	-7.1037	1
WDR20	-6.4176	1
HIST1H4C	-6.8447	1
SULT1C3	-6.8102	1
GAB3	-7.2837	1
SLC38A5	-6.6884	1
KLHL1	-6.5569	1
BIN3	-7.3081	1
AC010877.1	-5.3579	1
MAGEA9	-7.4033	1
AC011294.3	-7.1475	1
AP1S2	-7.2159	1
NUCKS1	-6.9089	1
IMPDH1	-7.0814	1
CHIA	-6.9744	1
WASL	-6.3965	1
SUZ12	-7.0413	1
C2orf71	-6.0689	1
ZFR2	-6.9493	1
SLC7A7	-7.2811	1
NCAPD3	-5.2353	0.984745
CA11	-7.1375	1
ZC3H15	-6.9768	1
STX8	-7.1238	1
CREBL2	-7.0135	1
FXYD6-FXYD2	-7.3808	1
PA2G4	-6.8755	1
RBP5	-6.8688	1
MUC13	-6.4115	1
INTS7	-6.1774	1
SHMT2	-6.5031	1
WDR1	-6.4268	1
ESAM	-6.9889	1
TMCO3	-6.7727	1
PTRH1	-7.1351	1
LSM3	-6.3708	0.949396
MRPL44	-6.2343	1
TRIM16L	-6.4492	1
TMSB4Y	-7.3563	1
TDRD9	-5.967	1
TAPT1	-6.4258	1
GPR155	-6.9591	1
CPNE3	-7.1309	1
HIST4H4	-7.355	1
SPAST	-6.877	1
SOWAHC	-7.0421	1
SPATA16	-7.1487	1
NANOGNB	-6.6277	1
ZDHHC9	-7.3246	1
STIP1	-6.8841	1
ARHGAP21	-7.0316	1
ELF5	-6.8814	1
RP11-166N6.3	-7.0134	1
IWS1	-6.8699	1
HDDC3	-6.1056	1
C14orf166	-6.0091	1
RP11-712L6.5	-6.7687	1
DDX59	-6.8912	0.99127
FSIP1	-6.7306	1
NFRKB	-5.5694	1
C5orf20	-7.2992	1
TTF2	-7.1934	1
CC2D1A	-6.3015	1
EPCAM	-6.8267	1
SLC2A1	-6.5081	1
CENPP	-7.1899	1
ATP6AP2	-5.8571	1
AES	-7.1476	1
PRR11	-7.1538	1
ATP5G2	-6.5543	1
CWF19L2	-7.044	1
RNF11	-6.4958	1
RP11-831H9.11	-6.9324	1
TMEM248	-7.4004	1
ATP6V0A1	-7.0213	1
ZBTB2	-7.1159	1
LIPJ	-7.1696	1
TCEAL2	-6.9376	1
NR5A2	-7.2825	1
FAM229B	-7.2924	1
THTPA	-7.3635	1
SCUBE2	-7.3579	1
CELA3A	-7.3405	1
METTL17	-6.5755	1
FOPNL	-7.3099	1
OLA1	-6.642	1
NOB1	-6.5135	1
COA5	-6.802	1
PIGW	-7.1295	1
TUBB2A	-7.0651	1
TMEM91	-7.0223	1
TGIF2	-6.803	1
TSPY6P	-7.2992	1
CAMK2A	-7.2904	1
SLC35D2	-6.6764	1
TMEM234	-7.0243	1
B4GALT1	-6.8782	1
HIST1H2BL	-7.1104	1
GSC	-6.8771	1
AC104534.3	-6.1791	1
EIF2B5	-5.6842	1
PYGM	-7.0077	1
LCE1C	-7.0793	1
GOLGA8N	-6.5135	1
EIF3C	-6.6701	0.999337
ERO1LB	-7.3189	1
EIF3K	-5.6266	0.953974
RABEP2	-7.051	1
LYSMD1	-7.2344	1
TRIM10	-7.2932	1
STAMBP	-6.0963	1
ZFYVE27	-7.2157	1
RAB18	-7.1656	1
AF131215.5	-6.8364	1
SSBP1	-6.9506	1
TNFRSF10B	-6.8394	1
APOLD1	-7.253	1
ADAM10	-6.7195	1
MACC1	-7.28	1
NSUN7	-6.9983	1
C2orf78	-7.1408	1
SPRED1	-6.7874	1
RPLP2	-6.5135	1
TRAV13-2	-6.6794	1
KLHDC10	-6.861	1
ZNF407	-6.7425	1
TRAJ50	-6.4062	0.999337
FKBP6	-6.6199	1
SH2D3C	-6.9643	1
ZNF714	-5.798	1
UGT2B7	-7.0481	1
EFNA4	-7.1674	1
RPP40	-6.5609	1
SFT2D2	-7.3579	1
RSRC1	-7.0223	1
GRSF1	-7.0723	1
CELSR3	-6.5238	1
C22orf46	-7.2811	1
TAF6	-6.4172	1
SPOCK2	-7.2015	1
BDKRB1	-6.7517	1
RP11-542P2.1	-6.6921	1
DAXX	-7.2977	1
BRPF3	-6.992	1
CHD1L	-6.9929	1
SOCS5	-6.633	1
OR8A1	-6.7383	1
DIP2B	-6.993	1
MED18	-6.4042	1
TRAJ47	-7.1332	1
TERF1	-7.1877	1
WNT6	-7.2902	1
GPR114	-6.8027	1
TRAV13-1	-6.6965	1
USP19	-7.0076	1
TRNAU1AP	-6.8772	1
BRMS1	-7.253	1
CRYGS	-6.8037	1
STAC3	-6.828	1
ZNF697	-6.9969	1
ZNF337	-6.52	1
CD53	-7.2903	1
ZNF418	-6.5897	1
AMHR2	-7.2924	1
POLRMT	-6.4907	1
ZNF749	-7.0324	1
KRT73	-7.3716	1
AC109829.1	-6.6199	1
KIAA1279	-6.6761	1
C19orf25	-6.5488	1
WDR6	-7.1138	1
TBCD	-5.7025	1
MLX	-7.171	1
KRT27	-6.549	1
NARF	-7.1129	1
ABI3	-7.3406	1
CCDC168	-7.2689	1
UBTD2	-7.4033	1
TMEM151B	-7.1498	1
STXBP4	-6.5735	1
SLC25A24	-7.2379	1
NPIPA5	-7.2063	1
EBNA1BP2	-6.8198	1
OR4C5	-6.8952	1
SSR3	-6.2523	1
BBOX1	-6.9739	1
TM9SF2	-6.4233	1
CD19	-6.7731	1
ATRN	-6.8105	1
XPR1	-7.1693	1
OR2A14	-7.2827	1
ANKRD13A	-6.076	1
RP11-89N17.1	-7.1997	1
ABCF3	-7.3049	1
ACTA2	-6.8912	1
ARL6	-7.1539	1
ADAMTSL2	-7.3461	1
SLC4A9	-6.8852	1
GYS2	-6.9686	1
RNF149	-6.9206	1
MYL12A	-6.1367	1
NDUFAF7	-7.2293	1
KRTAP4-5	-6.8907	1
OR4K17	-7.1373	1
TBCE	-5.3435	0.994323
AC004381.6	-6.1575	1
PIK3R4	-6.2885	1
FAM104B	-5.8894	1
GTF2H1	-7.3808	1
ACADM	-6.151	1
ZNF773	-6.4822	1
NCAPH	-5.6658	1
HIST1H2BI	-6.9221	1
CALML4	-6.2033	1
MRPL33	-6.5841	1
FBXO10	-6.9875	1
SPATA5	-6.254	1
RC3H1	-6.3419	1
NUMA1	-6.9631	1
RAD51D	-5.9361	1
TIMELESS	-6.3433	1
RSU1	-6.8677	1
OR4Q2	-6.9241	1
RANBP3L	-6.5186	1
DHX40	-7.0114	1
TCEAL6	-6.4724	1
NEUROD4	-7.1166	1
C6orf132	-6.6515	1
FAM186B	-6.9848	1
RANBP6	-7.2092	1
AC092675.3	-7.0083	1
ZCCHC7	-6.466	1
METTL14	-6.2743	1
TMEM62	-6.9406	1
ZNF778	-7.1811	1
MATR3	-6.7309	1
HHIP	-7.363	1
COPZ2	-7.3056	1
ATCAY	-7.1294	1
BCL2L12	-6.9034	1
AC068620.1	-6.7361	1
HIST1H2BM	-6.7909	1
TAF6L	-7.0142	1
ANKRD35	-6.7475	1
TMEM261	-6.832	1
CENPB	-6.8423	1
VPS52	-6.6326	1
AC005606.1	-6.8424	1
GALC	-7.2439	1
CCDC132	-6.909	1
IMPDH2	-7.219	1
BFSP2	-6.3261	1
PKN2	-6.5442	1
OXA1L	-5.3569	1
HOMER1	-7.3257	1
SPRYD3	-7.3631	1
BCLAF1	-7.1353	1
SOX9	-7.4144	1
HNF1B	-6.7687	1
AMBP	-7.1641	1
CUL4B	-6.0958	1
NEK1	-7.1595	1
CEP68	-7.219	1
FAM126B	-6.8303	1
OR2J1	-6.9799	1
RP11-147C23.1	-7.3111	1
ACPL2	-7.0144	1
RBM12B	-6.8529	1
AL353791.1	-6.594	0.994323
AC004528.1	-6.594	0.994323
FMR1	-7.2408	1
C6orf195	-7.3948	1
SEC16B	-6.6292	1
RNF223	-7.1036	1
RP11-426L16.10	-7.2622	1
SLC35B1	-6.4898	1
AL358113.1	-6.861	1
CAPZB	-6.9554	1
EXOSC10	-7.1739	1
OR5K3	-7.107	1
NCKIPSD	-6.8392	1
PNPLA2	-6.9932	1
FAM3C	-6.5079	1
GKAP1	-7.2253	1
BAZ1B	-7.3522	1
MYBBP1A	-7.3347	1
COX7B2	-7.3808	1
SMDT1	-7.3694	1
CAMLG	-7.107	1
RAVER1	-7.2932	1
PHIP	-7.2959	1
FBXO8	-6.6507	1
BOLA2B	-6.5841	0.994323
AL589739.1	-6.5841	0.994323
POTEG	-6.5841	0.949396
NOP58	-6.2124	1
SLC16A4	-7.3748	1
ITGAM	-6.6837	1
PM20D1	-7.1931	1
ARL6IP5	-7.0381	1
ZNF224	-7.1173	1
CASD1	-7.0922	1
COL8A2	-7.295	1
RAB3GAP1	-7.3444	1
SLCO6A1	-6.7238	1
ABHD17B	-6.9855	1
LSM11	-5.4231	1
CTD-2410N18.5	-6.2136	0.978992
GOLGA6L4	-5.5991	1
NCK1	-6.9412	1
AC006126.3	-7.2063	1
CEACAM7	-7.0657	1
DNAL4	-7.0952	1
ZNF232	-7.111	1
TRBV4-1	-7.1959	1
ZPLD1	-6.6651	1
ZSCAN9	-6.4447	1
ANGPTL3	-7.1238	1
PIGC	-6.9221	1
RP11-544M22.13	-7.11	1
OVGP1	-7.1935	1
NUDT15	-7.1006	1
NAT6	-7.2955	1
GNB2L1	-6.6159	0.949396
MED17	-7.107	1
CHADL	-6.8691	1
CDYL	-7.3522	1
IGLV10-54	-7.3977	1
POLR2D	-6.8529	1
ACTN1	-7.0576	1
ACTR3	-5.7025	1
SYCP1	-6.8932	1
ENDOD1	-6.5643	1
TAF4	-7.0003	1
